date,state,rate
2021/3/26,New Hampshire,15.56
2021/3/27,New Hampshire,16.15
2021/3/28,New Hampshire,16.79
2021/3/29,New Hampshire,16.99
2021/3/30,New Hampshire,17.22
2021/3/31,New Hampshire,17.64
2021/4/1,New Hampshire,18.19
2021/4/2,New Hampshire,18.56
2021/4/3,New Hampshire,19.2
2021/4/4,New Hampshire,19.73
2021/4/5,New Hampshire,19.87
2021/4/6,New Hampshire,20.1
2021/4/7,New Hampshire,20.78
2021/4/8,New Hampshire,21.56
2021/4/9,New Hampshire,22.16
2021/4/10,New Hampshire,23.07
2021/4/11,New Hampshire,24.07
2021/4/12,New Hampshire,24.99
2021/4/13,New Hampshire,25.47
2021/4/14,New Hampshire,25.87
2021/4/15,New Hampshire,26.72
2021/4/16,New Hampshire,27.02
2021/4/17,New Hampshire,27.32
2021/4/18,New Hampshire,27.62
2021/4/19,New Hampshire,27.92
2021/4/20,New Hampshire,28.22
2021/4/21,New Hampshire,28.52
2021/4/22,New Hampshire,28.82
2021/4/23,New Hampshire,28.12
2021/4/24,New Hampshire,28.42
2021/4/25,New Hampshire,28.72
2021/4/26,New Hampshire,29.02
2021/4/27,New Hampshire,29.32
2021/4/28,New Hampshire,29.62
2021/4/29,New Hampshire,29.92
2021/4/30,New Hampshire,30.22
2021/5/1,New Hampshire,30.52
2021/1/12,New Jersey,0.16
2021/1/13,New Jersey,0.23
2021/1/14,New Jersey,0.29
2021/1/15,New Jersey,0.41
2021/1/16,New Jersey,0.43
2021/1/17,New Jersey,0.45
2021/1/18,New Jersey,0.47
2021/1/19,New Jersey,0.49
2021/1/20,New Jersey,0.56
2021/1/21,New Jersey,0.56
2021/1/22,New Jersey,0.63
2021/1/23,New Jersey,0.69
2021/1/24,New Jersey,0.73
2021/1/25,New Jersey,0.78
2021/1/26,New Jersey,0.81
2021/1/27,New Jersey,0.9
2021/1/28,New Jersey,0.99
2021/1/29,New Jersey,1.22
2021/1/30,New Jersey,1.33
2021/1/31,New Jersey,1.39
2021/2/1,New Jersey,1.44
2021/2/2,New Jersey,1.54
2021/2/3,New Jersey,1.64
2021/2/4,New Jersey,1.64
2021/2/5,New Jersey,1.77
2021/2/6,New Jersey,2.24
2021/2/7,New Jersey,2.37
2021/2/8,New Jersey,2.49
2021/2/9,New Jersey,2.71
2021/2/10,New Jersey,2.93
2021/2/11,New Jersey,3.15
2021/2/12,New Jersey,3.44
2021/2/13,New Jersey,3.75
2021/2/14,New Jersey,3.95
2021/2/15,New Jersey,4.14
2021/2/16,New Jersey,4.32
2021/2/17,New Jersey,4.58
2021/2/18,New Jersey,4.88
2021/2/19,New Jersey,5.17
2021/2/20,New Jersey,5.46
2021/2/21,New Jersey,5.75
2021/2/22,New Jersey,6.21
2021/2/23,New Jersey,6.49
2021/2/24,New Jersey,6.75
2021/2/25,New Jersey,7.11
2021/2/26,New Jersey,7.55
2021/2/27,New Jersey,7.89
2021/2/28,New Jersey,8.13
2021/3/1,New Jersey,8.22
2021/3/2,New Jersey,8.54
2021/3/3,New Jersey,8.77
2021/3/4,New Jersey,9.02
2021/3/5,New Jersey,9.34
2021/3/6,New Jersey,9.65
2021/3/7,New Jersey,9.89
2021/3/8,New Jersey,10.11
2021/3/9,New Jersey,10.4
2021/3/10,New Jersey,10.73
2021/3/11,New Jersey,11.24
2021/3/12,New Jersey,11.57
2021/3/13,New Jersey,11.98
2021/3/14,New Jersey,12.22
2021/3/15,New Jersey,12.44
2021/3/16,New Jersey,12.72
2021/3/17,New Jersey,13.09
2021/3/18,New Jersey,13.49
2021/3/19,New Jersey,13.82
2021/3/20,New Jersey,14.16
2021/3/21,New Jersey,14.46
2021/3/22,New Jersey,14.73
2021/3/23,New Jersey,14.75
2021/3/24,New Jersey,15.41
2021/3/25,New Jersey,15.83
2021/3/26,New Jersey,16.27
2021/3/27,New Jersey,16.79
2021/3/28,New Jersey,17.32
2021/3/29,New Jersey,17.64
2021/3/30,New Jersey,18.17
2021/3/31,New Jersey,18.68
2021/4/1,New Jersey,19.48
2021/4/2,New Jersey,20.23
2021/4/3,New Jersey,20.82
2021/4/4,New Jersey,21.28
2021/4/5,New Jersey,21.51
2021/4/6,New Jersey,21.94
2021/4/7,New Jersey,22.61
2021/4/8,New Jersey,23.39
2021/4/9,New Jersey,24.24
2021/4/10,New Jersey,25.18
2021/4/11,New Jersey,25.77
2021/4/12,New Jersey,26.29
2021/4/13,New Jersey,26.92
2021/4/14,New Jersey,27.53
2021/4/15,New Jersey,28.08
2021/4/16,New Jersey,28.62
2021/4/17,New Jersey,29.28
2021/4/18,New Jersey,29.69
2021/4/19,New Jersey,30.1
2021/4/20,New Jersey,30.52
2021/4/21,New Jersey,31.07
2021/4/22,New Jersey,31.65
2021/4/23,New Jersey,32.35
2021/4/24,New Jersey,32.99
2021/4/25,New Jersey,33.48
2021/4/26,New Jersey,33.87
2021/4/27,New Jersey,34.34
2021/4/28,New Jersey,34.9
2021/4/29,New Jersey,35.47
2021/4/30,New Jersey,36.05
2021/5/1,New Jersey,36.63
2021/1/12,New Mexico,0.54
2021/1/13,New Mexico,0.59
2021/1/14,New Mexico,0.74
2021/1/15,New Mexico,0.89
2021/1/16,New Mexico,0.94
2021/1/17,New Mexico,1
2021/1/18,New Mexico,1.05
2021/1/19,New Mexico,1.11
2021/1/20,New Mexico,1.18
2021/1/21,New Mexico,1.29
2021/1/22,New Mexico,1.4
2021/1/23,New Mexico,1.58
2021/1/24,New Mexico,1.66
2021/1/25,New Mexico,1.69
2021/1/26,New Mexico,1.71
2021/1/27,New Mexico,1.83
2021/1/28,New Mexico,1.99
2021/1/29,New Mexico,2.24
2021/1/30,New Mexico,2.39
2021/1/31,New Mexico,2.69
2021/2/1,New Mexico,2.87
2021/2/2,New Mexico,2.9
2021/2/3,New Mexico,3
2021/2/4,New Mexico,3.21
2021/2/5,New Mexico,3.43
2021/2/6,New Mexico,3.76
2021/2/7,New Mexico,3.96
2021/2/8,New Mexico,4.19
2021/2/9,New Mexico,4.23
2021/2/10,New Mexico,4.42
2021/2/11,New Mexico,4.85
2021/2/12,New Mexico,5.34
2021/2/13,New Mexico,5.65
2021/2/14,New Mexico,6.12
2021/2/15,New Mexico,6.34
2021/2/16,New Mexico,6.56
2021/2/17,New Mexico,6.64
2021/2/18,New Mexico,6.87
2021/2/19,New Mexico,8.45
2021/2/20,New Mexico,8.88
2021/2/21,New Mexico,9.29
2021/2/22,New Mexico,9.56
2021/2/23,New Mexico,9.7
2021/2/24,New Mexico,9.85
2021/2/25,New Mexico,10.23
2021/2/26,New Mexico,10.71
2021/2/27,New Mexico,11.14
2021/2/28,New Mexico,11.7
2021/3/1,New Mexico,11.86
2021/3/2,New Mexico,12.14
2021/3/3,New Mexico,12.43
2021/3/4,New Mexico,12.61
2021/3/5,New Mexico,13.01
2021/3/6,New Mexico,13.76
2021/3/7,New Mexico,14.05
2021/3/8,New Mexico,14.46
2021/3/9,New Mexico,14.53
2021/3/10,New Mexico,14.56
2021/3/11,New Mexico,15.08
2021/3/12,New Mexico,15.56
2021/3/13,New Mexico,15.96
2021/3/14,New Mexico,16.61
2021/3/15,New Mexico,16.87
2021/3/16,New Mexico,17.34
2021/3/17,New Mexico,17.56
2021/3/18,New Mexico,18.05
2021/3/19,New Mexico,18.63
2021/3/20,New Mexico,19.41
2021/3/21,New Mexico,19.99
2021/3/22,New Mexico,20.27
2021/3/23,New Mexico,20.34
2021/3/24,New Mexico,20.58
2021/3/25,New Mexico,21
2021/3/26,New Mexico,21.5
2021/3/27,New Mexico,22.04
2021/3/28,New Mexico,22.75
2021/3/29,New Mexico,23.14
2021/3/30,New Mexico,23.22
2021/3/31,New Mexico,23.51
2021/4/1,New Mexico,23.99
2021/4/2,New Mexico,24.77
2021/4/3,New Mexico,25.48
2021/4/4,New Mexico,25.98
2021/4/5,New Mexico,26.19
2021/4/6,New Mexico,26.26
2021/4/7,New Mexico,26.45
2021/4/8,New Mexico,27.21
2021/4/9,New Mexico,28.02
2021/4/10,New Mexico,28.82
2021/4/11,New Mexico,29.35
2021/4/12,New Mexico,29.65
2021/4/13,New Mexico,29.77
2021/4/14,New Mexico,30.15
2021/4/15,New Mexico,30.54
2021/4/16,New Mexico,31.28
2021/4/17,New Mexico,31.84
2021/4/18,New Mexico,32.33
2021/4/19,New Mexico,32.62
2021/4/20,New Mexico,32.71
2021/4/21,New Mexico,33.08
2021/4/22,New Mexico,33.6
2021/4/23,New Mexico,34.41
2021/4/24,New Mexico,35.05
2021/4/25,New Mexico,35.53
2021/4/26,New Mexico,35.69
2021/4/27,New Mexico,35.76
2021/4/28,New Mexico,36.04
2021/4/29,New Mexico,36.47
2021/4/30,New Mexico,37.17
2021/5/1,New Mexico,37.94
2021/1/12,New York,0.19
2021/1/13,New York,0.23
2021/1/14,New York,0.3
2021/1/15,New York,0.38
2021/1/16,New York,0.42
2021/1/17,New York,0.46
2021/1/18,New York,0.5
2021/1/19,New York,0.53
2021/1/20,New York,0.55
2021/1/21,New York,0.62
2021/1/22,New York,0.73
2021/1/23,New York,0.84
2021/1/24,New York,0.91
2021/1/25,New York,0.95
2021/1/26,New York,0.98
2021/1/27,New York,1.09
2021/1/28,New York,1.23
2021/1/29,New York,1.4
2021/1/30,New York,1.56
2021/1/31,New York,1.7
2021/2/1,New York,1.77
2021/2/2,New York,1.82
2021/2/3,New York,1.89
2021/2/4,New York,2
2021/2/5,New York,2.19
2021/2/6,New York,2.41
2021/2/7,New York,2.67
2021/2/8,New York,2.85
2021/2/9,New York,2.94
2021/2/10,New York,3.18
2021/2/11,New York,3.43
2021/2/12,New York,3.71
2021/2/13,New York,4
2021/2/14,New York,4.28
2021/2/15,New York,4.52
2021/2/16,New York,4.75
2021/2/17,New York,4.91
2021/2/18,New York,5.11
2021/2/19,New York,5.48
2021/2/20,New York,5.74
2021/2/21,New York,6
2021/2/22,New York,6.2
2021/2/23,New York,6.38
2021/2/24,New York,6.51
2021/2/25,New York,6.64
2021/2/26,New York,6.82
2021/2/27,New York,7.03
2021/2/28,New York,7.35
2021/3/1,New York,7.58
2021/3/2,New York,7.77
2021/3/3,New York,7.94
2021/3/4,New York,8.09
2021/3/5,New York,8.25
2021/3/6,New York,8.45
2021/3/7,New York,8.7
2021/3/8,New York,9.01
2021/3/9,New York,9.21
2021/3/10,New York,9.48
2021/3/11,New York,9.77
2021/3/12,New York,10.04
2021/3/13,New York,10.53
2021/3/14,New York,10.53
2021/3/15,New York,10.83
2021/3/16,New York,11.11
2021/3/17,New York,11.37
2021/3/18,New York,11.62
2021/3/19,New York,11.88
2021/3/20,New York,12.12
2021/3/21,New York,12.42
2021/3/22,New York,12.7
2021/3/23,New York,13.01
2021/3/24,New York,13.34
2021/3/25,New York,13.67
2021/3/26,New York,14.11
2021/3/27,New York,14.63
2021/3/28,New York,15.22
2021/3/29,New York,15.79
2021/3/30,New York,16.24
2021/3/31,New York,16.89
2021/4/1,New York,17.28
2021/4/2,New York,19.09
2021/4/3,New York,20.06
2021/4/4,New York,20.69
2021/4/5,New York,21.03
2021/4/6,New York,21.34
2021/4/7,New York,22.06
2021/4/8,New York,22.64
2021/4/9,New York,23.34
2021/4/10,New York,24.14
2021/4/11,New York,24.85
2021/4/12,New York,25.35
2021/4/13,New York,25.89
2021/4/14,New York,26.41
2021/4/15,New York,26.93
2021/4/16,New York,27.49
2021/4/17,New York,28.06
2021/4/18,New York,28.66
2021/4/19,New York,29.02
2021/4/20,New York,29.37
2021/4/21,New York,29.76
2021/4/22,New York,30.2
2021/4/23,New York,30.79
2021/4/24,New York,31.34
2021/4/25,New York,31.8
2021/4/26,New York,32.16
2021/4/27,New York,32.54
2021/4/28,New York,33.08
2021/4/29,New York,33.82
2021/4/30,New York,34.55
2021/5/1,New York,35.27
2021/1/12,North Carolina,0.18
2021/1/13,North Carolina,0.34
2021/1/14,North Carolina,0.38
2021/1/15,North Carolina,0.41
2021/1/16,North Carolina,0.43
2021/1/17,North Carolina,0.46
2021/1/18,North Carolina,0.49
2021/1/19,North Carolina,0.51
2021/1/20,North Carolina,0.56
2021/1/21,North Carolina,0.64
2021/1/22,North Carolina,0.71
2021/1/23,North Carolina,0.76
2021/1/24,North Carolina,0.8
2021/1/25,North Carolina,0.82
2021/1/26,North Carolina,0.83
2021/1/27,North Carolina,0.84
2021/1/28,North Carolina,1.15
2021/1/29,North Carolina,1.15
2021/1/30,North Carolina,1.29
2021/1/31,North Carolina,1.43
2021/2/1,North Carolina,1.49
2021/2/2,North Carolina,1.49
2021/2/3,North Carolina,1.62
2021/2/4,North Carolina,1.78
2021/2/5,North Carolina,1.97
2021/2/6,North Carolina,2.2
2021/2/7,North Carolina,2.5
2021/2/8,North Carolina,2.61
2021/2/9,North Carolina,2.67
2021/2/10,North Carolina,2.87
2021/2/11,North Carolina,3.15
2021/2/12,North Carolina,3.53
2021/2/13,North Carolina,3.88
2021/2/14,North Carolina,4.28
2021/2/15,North Carolina,4.44
2021/2/16,North Carolina,4.61
2021/2/17,North Carolina,4.85
2021/2/18,North Carolina,5.16
2021/2/19,North Carolina,5.88
2021/2/20,North Carolina,6.22
2021/2/21,North Carolina,6.48
2021/2/22,North Carolina,6.73
2021/2/23,North Carolina,6.82
2021/2/24,North Carolina,7.09
2021/2/25,North Carolina,7.36
2021/2/26,North Carolina,7.64
2021/2/27,North Carolina,7.91
2021/2/28,North Carolina,8.19
2021/3/1,North Carolina,8.35
2021/3/2,North Carolina,8.41
2021/3/3,North Carolina,8.62
2021/3/4,North Carolina,8.87
2021/3/5,North Carolina,8.93
2021/3/6,North Carolina,9.19
2021/3/7,North Carolina,9.41
2021/3/8,North Carolina,9.61
2021/3/9,North Carolina,9.69
2021/3/10,North Carolina,9.92
2021/3/11,North Carolina,10.22
2021/3/12,North Carolina,10.77
2021/3/13,North Carolina,11.5
2021/3/14,North Carolina,11.63
2021/3/15,North Carolina,11.95
2021/3/16,North Carolina,12.3
2021/3/17,North Carolina,12.6
2021/3/18,North Carolina,12.91
2021/3/19,North Carolina,13.19
2021/3/20,North Carolina,13.39
2021/3/21,North Carolina,13.69
2021/3/22,North Carolina,13.92
2021/3/23,North Carolina,14.01
2021/3/24,North Carolina,14.21
2021/3/25,North Carolina,14.44
2021/3/26,North Carolina,14.86
2021/3/27,North Carolina,15.29
2021/3/28,North Carolina,15.76
2021/3/29,North Carolina,16.01
2021/3/30,North Carolina,16.06
2021/3/31,North Carolina,16.44
2021/4/1,North Carolina,16.86
2021/4/2,North Carolina,17.21
2021/4/3,North Carolina,17.82
2021/4/4,North Carolina,18.02
2021/4/5,North Carolina,18.2
2021/4/6,North Carolina,18.25
2021/4/7,North Carolina,18.64
2021/4/8,North Carolina,19.23
2021/4/9,North Carolina,19.9
2021/4/10,North Carolina,20.64
2021/4/11,North Carolina,21.27
2021/4/12,North Carolina,21.68
2021/4/13,North Carolina,21.85
2021/4/14,North Carolina,22.46
2021/4/15,North Carolina,23.04
2021/4/16,North Carolina,23.68
2021/4/17,North Carolina,24.24
2021/4/18,North Carolina,24.73
2021/4/19,North Carolina,24.98
2021/4/20,North Carolina,25.12
2021/4/21,North Carolina,25.52
2021/4/22,North Carolina,26.02
2021/4/23,North Carolina,26.55
2021/4/24,North Carolina,27.02
2021/4/25,North Carolina,27.38
2021/4/26,North Carolina,27.54
2021/4/27,North Carolina,27.78
2021/4/28,North Carolina,27.87
2021/4/29,North Carolina,28.24
2021/4/30,North Carolina,28.89
2021/5/1,North Carolina,29.6
2021/1/12,North Dakota,0.76
2021/1/13,North Dakota,0.84
2021/1/14,North Dakota,0.92
2021/1/15,North Dakota,0.99
2021/1/16,North Dakota,1.03
2021/1/17,North Dakota,1.07
2021/1/18,North Dakota,1.1
2021/1/19,North Dakota,1.13
2021/1/20,North Dakota,1.17
2021/1/21,North Dakota,1.3
2021/1/22,North Dakota,1.63
2021/1/23,North Dakota,1.89
2021/1/24,North Dakota,2.05
2021/1/25,North Dakota,2.06
2021/1/26,North Dakota,2.07
2021/1/27,North Dakota,2.22
2021/1/28,North Dakota,2.39
2021/1/29,North Dakota,2.72
2021/1/30,North Dakota,3.01
2021/1/31,North Dakota,3.33
2021/2/1,North Dakota,3.43
2021/2/2,North Dakota,3.48
2021/2/3,North Dakota,3.6
2021/2/4,North Dakota,3.79
2021/2/5,North Dakota,4.05
2021/2/6,North Dakota,4.61
2021/2/7,North Dakota,4.94
2021/2/8,North Dakota,5.04
2021/2/9,North Dakota,5.04
2021/2/10,North Dakota,5.14
2021/2/11,North Dakota,5.34
2021/2/12,North Dakota,5.68
2021/2/13,North Dakota,5.97
2021/2/14,North Dakota,6.24
2021/2/15,North Dakota,6.35
2021/2/16,North Dakota,6.46
2021/2/17,North Dakota,6.51
2021/2/18,North Dakota,6.62
2021/2/19,North Dakota,7.62
2021/2/20,North Dakota,8.09
2021/2/21,North Dakota,8.21
2021/2/22,North Dakota,8.34
2021/2/23,North Dakota,8.36
2021/2/24,North Dakota,8.5
2021/2/25,North Dakota,8.71
2021/2/26,North Dakota,9.14
2021/2/27,North Dakota,9.76
2021/2/28,North Dakota,10.23
2021/3/1,North Dakota,10.43
2021/3/2,North Dakota,10.45
2021/3/3,North Dakota,10.59
2021/3/4,North Dakota,10.89
2021/3/5,North Dakota,11.36
2021/3/6,North Dakota,11.62
2021/3/7,North Dakota,11.89
2021/3/8,North Dakota,12
2021/3/9,North Dakota,12.06
2021/3/10,North Dakota,12.28
2021/3/11,North Dakota,12.66
2021/3/12,North Dakota,13.25
2021/3/13,North Dakota,14.02
2021/3/14,North Dakota,14.45
2021/3/15,North Dakota,14.9
2021/3/16,North Dakota,14.91
2021/3/17,North Dakota,15.06
2021/3/18,North Dakota,15.36
2021/3/19,North Dakota,15.86
2021/3/20,North Dakota,16.41
2021/3/21,North Dakota,16.8
2021/3/22,North Dakota,16.99
2021/3/23,North Dakota,17
2021/3/24,North Dakota,17.11
2021/3/25,North Dakota,17.41
2021/3/26,North Dakota,18.22
2021/3/27,North Dakota,18.99
2021/3/28,North Dakota,19.64
2021/3/29,North Dakota,19.94
2021/3/30,North Dakota,20.19
2021/3/31,North Dakota,20.28
2021/4/1,North Dakota,20.61
2021/4/2,North Dakota,21.61
2021/4/3,North Dakota,22.59
2021/4/4,North Dakota,22.9
2021/4/5,North Dakota,23.02
2021/4/6,North Dakota,23.17
2021/4/7,North Dakota,23.47
2021/4/8,North Dakota,23.99
2021/4/9,North Dakota,25.02
2021/4/10,North Dakota,26.02
2021/4/11,North Dakota,26.65
2021/4/12,North Dakota,27.13
2021/4/13,North Dakota,27.13
2021/4/14,North Dakota,27.37
2021/4/15,North Dakota,27.91
2021/4/16,North Dakota,28.35
2021/4/17,North Dakota,29.03
2021/4/18,North Dakota,29.56
2021/4/19,North Dakota,29.77
2021/4/20,North Dakota,29.78
2021/4/21,North Dakota,30.06
2021/4/22,North Dakota,30.38
2021/4/23,North Dakota,30.94
2021/4/24,North Dakota,31.5
2021/4/25,North Dakota,31.88
2021/4/26,North Dakota,32.01
2021/4/27,North Dakota,32.02
2021/4/28,North Dakota,32.12
2021/4/29,North Dakota,32.42
2021/4/30,North Dakota,32.76
2021/5/1,North Dakota,33.02
2021/1/12,Ohio,0.03
2021/1/13,Ohio,0.06
2021/1/14,Ohio,0.09
2021/1/15,Ohio,0.12
2021/1/16,Ohio,0.15
2021/1/17,Ohio,0.18
2021/1/18,Ohio,0.2
2021/1/19,Ohio,0.23
2021/1/20,Ohio,0.26
2021/1/21,Ohio,0.26
2021/1/22,Ohio,0.38
2021/1/23,Ohio,0.51
2021/1/24,Ohio,0.61
2021/1/25,Ohio,0.66
2021/1/26,Ohio,0.69
2021/1/27,Ohio,0.76
2021/1/28,Ohio,0.91
2021/1/29,Ohio,1.08
2021/1/30,Ohio,1.29
2021/1/31,Ohio,1.4
2021/2/1,Ohio,1.53
2021/2/2,Ohio,1.62
2021/2/3,Ohio,1.72
2021/2/4,Ohio,1.86
2021/2/5,Ohio,2.05
2021/2/6,Ohio,2.27
2021/2/7,Ohio,2.44
2021/2/8,Ohio,2.62
2021/2/9,Ohio,2.68
2021/2/10,Ohio,2.8
2021/2/11,Ohio,2.99
2021/2/12,Ohio,3.21
2021/2/13,Ohio,3.5
2021/2/14,Ohio,3.83
2021/2/15,Ohio,3.98
2021/2/16,Ohio,4.13
2021/2/17,Ohio,4.25
2021/2/18,Ohio,4.4
2021/2/19,Ohio,4.82
2021/2/20,Ohio,5.16
2021/2/21,Ohio,5.56
2021/2/22,Ohio,5.86
2021/2/23,Ohio,6.03
2021/2/24,Ohio,6.32
2021/2/25,Ohio,6.63
2021/2/26,Ohio,6.89
2021/2/27,Ohio,7.25
2021/2/28,Ohio,7.67
2021/3/1,Ohio,7.87
2021/3/2,Ohio,8.11
2021/3/3,Ohio,8.34
2021/3/4,Ohio,8.55
2021/3/5,Ohio,8.74
2021/3/6,Ohio,9.06
2021/3/7,Ohio,9.44
2021/3/8,Ohio,9.85
2021/3/9,Ohio,10.08
2021/3/10,Ohio,10.35
2021/3/11,Ohio,10.63
2021/3/12,Ohio,11.01
2021/3/13,Ohio,11.49
2021/3/14,Ohio,11.87
2021/3/15,Ohio,12.21
2021/3/16,Ohio,12.38
2021/3/17,Ohio,12.62
2021/3/18,Ohio,12.86
2021/3/19,Ohio,13.16
2021/3/20,Ohio,13.49
2021/3/21,Ohio,13.86
2021/3/22,Ohio,14.12
2021/3/23,Ohio,14.26
2021/3/24,Ohio,14.45
2021/3/25,Ohio,14.74
2021/3/26,Ohio,15.16
2021/3/27,Ohio,15.61
2021/3/28,Ohio,16.13
2021/3/29,Ohio,16.42
2021/3/30,Ohio,16.59
2021/3/31,Ohio,16.86
2021/4/1,Ohio,17.21
2021/4/2,Ohio,17.68
2021/4/3,Ohio,18.27
2021/4/4,Ohio,18.78
2021/4/5,Ohio,19.09
2021/4/6,Ohio,19.24
2021/4/7,Ohio,19.54
2021/4/8,Ohio,20.15
2021/4/9,Ohio,20.84
2021/4/10,Ohio,21.6
2021/4/11,Ohio,21.61
2021/4/12,Ohio,22.93
2021/4/13,Ohio,23.16
2021/4/14,Ohio,23.7
2021/4/15,Ohio,24.29
2021/4/16,Ohio,24.92
2021/4/17,Ohio,25.74
2021/4/18,Ohio,26.32
2021/4/19,Ohio,26.74
2021/4/20,Ohio,27.01
2021/4/21,Ohio,27.51
2021/4/22,Ohio,28.07
2021/4/23,Ohio,28.78
2021/4/24,Ohio,29.48
2021/4/25,Ohio,30.11
2021/4/26,Ohio,30.52
2021/4/27,Ohio,30.82
2021/4/28,Ohio,31.18
2021/4/29,Ohio,31.61
2021/4/30,Ohio,32.24
2021/5/1,Ohio,32.83
2021/1/12,Oklahoma,0.44
2021/1/13,Oklahoma,0.56
2021/1/14,Oklahoma,0.64
2021/1/15,Oklahoma,0.73
2021/1/16,Oklahoma,0.74
2021/1/17,Oklahoma,0.75
2021/1/18,Oklahoma,0.76
2021/1/19,Oklahoma,0.78
2021/1/20,Oklahoma,0.82
2021/1/21,Oklahoma,0.88
2021/1/22,Oklahoma,0.95
2021/1/23,Oklahoma,0.99
2021/1/24,Oklahoma,1.04
2021/1/25,Oklahoma,1.05
2021/1/26,Oklahoma,1.06
2021/1/27,Oklahoma,1.18
2021/1/28,Oklahoma,1.33
2021/1/29,Oklahoma,1.53
2021/1/30,Oklahoma,1.73
2021/1/31,Oklahoma,1.98
2021/2/1,Oklahoma,2.03
2021/2/2,Oklahoma,2.03
2021/2/3,Oklahoma,2.21
2021/2/4,Oklahoma,2.51
2021/2/5,Oklahoma,2.89
2021/2/6,Oklahoma,3.32
2021/2/7,Oklahoma,3.68
2021/2/8,Oklahoma,3.82
2021/2/9,Oklahoma,3.85
2021/2/10,Oklahoma,4.1
2021/2/11,Oklahoma,4.36
2021/2/12,Oklahoma,4.51
2021/2/13,Oklahoma,4.77
2021/2/14,Oklahoma,5.08
2021/2/15,Oklahoma,5.14
2021/2/16,Oklahoma,5.21
2021/2/17,Oklahoma,5.23
2021/2/18,Oklahoma,5.29
2021/2/19,Oklahoma,6.09
2021/2/20,Oklahoma,6.34
2021/2/21,Oklahoma,6.93
2021/2/22,Oklahoma,7.3
2021/2/23,Oklahoma,7.54
2021/2/24,Oklahoma,7.82
2021/2/25,Oklahoma,8.2
2021/2/26,Oklahoma,8.74
2021/2/27,Oklahoma,9.29
2021/2/28,Oklahoma,9.93
2021/3/1,Oklahoma,10.12
2021/3/2,Oklahoma,10.15
2021/3/3,Oklahoma,10.41
2021/3/4,Oklahoma,10.77
2021/3/5,Oklahoma,11.01
2021/3/6,Oklahoma,11.31
2021/3/7,Oklahoma,11.58
2021/3/8,Oklahoma,11.76
2021/3/9,Oklahoma,11.83
2021/3/10,Oklahoma,12.11
2021/3/11,Oklahoma,12.29
2021/3/12,Oklahoma,12.46
2021/3/13,Oklahoma,12.7
2021/3/14,Oklahoma,12.96
2021/3/15,Oklahoma,13.07
2021/3/16,Oklahoma,13.09
2021/3/17,Oklahoma,13.49
2021/3/18,Oklahoma,13.69
2021/3/19,Oklahoma,13.92
2021/3/20,Oklahoma,14.17
2021/3/21,Oklahoma,14.54
2021/3/22,Oklahoma,14.82
2021/3/23,Oklahoma,14.91
2021/3/24,Oklahoma,15.18
2021/3/25,Oklahoma,15.64
2021/3/26,Oklahoma,16.04
2021/3/27,Oklahoma,16.49
2021/3/28,Oklahoma,17.08
2021/3/29,Oklahoma,17.32
2021/3/30,Oklahoma,17.4
2021/3/31,Oklahoma,17.81
2021/4/1,Oklahoma,18.47
2021/4/2,Oklahoma,19.04
2021/4/3,Oklahoma,19.73
2021/4/4,Oklahoma,20.26
2021/4/5,Oklahoma,20.48
2021/4/6,Oklahoma,20.54
2021/4/7,Oklahoma,21.09
2021/4/8,Oklahoma,21.61
2021/4/9,Oklahoma,22.17
2021/4/10,Oklahoma,22.8
2021/4/11,Oklahoma,23.42
2021/4/12,Oklahoma,23.7
2021/4/13,Oklahoma,24.04
2021/4/14,Oklahoma,24.18
2021/4/15,Oklahoma,24.64
2021/4/16,Oklahoma,25.13
2021/4/17,Oklahoma,25.62
2021/4/18,Oklahoma,26.09
2021/4/19,Oklahoma,26.5
2021/4/20,Oklahoma,26.59
2021/4/21,Oklahoma,26.89
2021/4/22,Oklahoma,27.24
2021/4/23,Oklahoma,27.57
2021/4/24,Oklahoma,28.07
2021/4/25,Oklahoma,28.49
2021/4/26,Oklahoma,28.68
2021/4/27,Oklahoma,28.77
2021/4/28,Oklahoma,29.07
2021/4/29,Oklahoma,29.37
2021/4/30,Oklahoma,29.62
2021/5/1,Oklahoma,29.91
2021/1/12,Oregon,0.11
2021/1/13,Oregon,0.17
2021/1/14,Oregon,0.23
2021/1/15,Oregon,0.3
2021/1/16,Oregon,0.37
2021/1/17,Oregon,0.44
2021/1/18,Oregon,0.51
2021/1/19,Oregon,0.57
2021/1/20,Oregon,0.57
2021/1/21,Oregon,0.57
2021/1/22,Oregon,0.82
2021/1/23,Oregon,0.9
2021/1/24,Oregon,0.96
2021/1/25,Oregon,1.01
2021/1/26,Oregon,1.04
2021/1/27,Oregon,1.14
2021/1/28,Oregon,1.27
2021/1/29,Oregon,1.39
2021/1/30,Oregon,1.57
2021/1/31,Oregon,1.78
2021/2/1,Oregon,1.89
2021/2/2,Oregon,1.99
2021/2/3,Oregon,2.16
2021/2/4,Oregon,2.38
2021/2/5,Oregon,2.54
2021/2/6,Oregon,2.81
2021/2/7,Oregon,3.1
2021/2/8,Oregon,3.31
2021/2/9,Oregon,3.45
2021/2/10,Oregon,3.61
2021/2/11,Oregon,3.61
2021/2/12,Oregon,3.61
2021/2/13,Oregon,4.31
2021/2/14,Oregon,4.58
2021/2/15,Oregon,4.65
2021/2/16,Oregon,4.73
